Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
174,president,fr,Président,gl,presidente,0.737,delta: 'Président' vs 'presidente'
174,president,fr,Président,it,Presidente,0.842,delta: 'ésident' vs 'esidente'
174,president,fr,Président,pt,Presidente,0.842,delta: 'ésident' vs 'esidente'
174,president,gl,presidente,it,Presidente,0.900,delta: 'p' vs 'P'
174,president,gl,presidente,pt,Presidente,0.900,delta: 'p' vs 'P'
174,president,gl,presidente,ro,presedinte,0.800,delta: 'ide' vs 'edi'
175,old,ca,vell,fr,vieille,0.727,delta: 'ell' vs 'ieille'
175,old,ca,vell,gl,vello,0.889,delta: '' vs 'o'
175,old,gl,vello,pt,velho,0.800,delta: 'l' vs 'h'
175,old,it,vecchio,ro,vechi,0.833,delta: 'chio' vs 'hi'
177,house,ca,casa,it,Casa,0.750,delta: 'c' vs 'C'
177,house,es,casa,it,Casa,0.750,delta: 'c' vs 'C'
177,house,gl,casa,it,Casa,0.750,delta: 'c' vs 'C'
177,house,it,Casa,ro,casa,0.750,delta: 'C' vs 'c'
178,show,ca,espectacle,ro,spectacol,0.842,delta: 'espectacle' vs 'spectacol'
178,show,gl,mostrar,it,mostrare,0.933,delta: '' vs 'e'
179,again,ca,de nou,es,de nuevo,0.714,delta: 'ou' vs 'uevo'
179,again,ca,de nou,gl,de novo,0.769,delta: 'u' vs 'vo'
179,again,ca,de nou,ro,din nou,0.769,delta: 'e' vs 'in'
179,again,es,de nuevo,gl,de novo,0.800,delta: 'ue' vs 'o'
180,student,en,student,ca,estudiant,0.750,delta: 'stude' vs 'estudia'
180,student,en,student,es,estudiante,0.706,delta: 'student' vs 'estudiante'
180,student,en,student,gl,estudante,0.750,delta: 'student' vs 'estudante'
180,student,ca,estudiant,es,estudiante,0.947,delta: '' vs 'e'
180,student,ca,estudiant,gl,estudante,0.889,delta: 'iant' vs 'ante'
180,student,ca,estudiant,ro,student,0.750,delta: 'estudia' vs 'stude'
180,student,es,estudiante,gl,estudante,0.947,delta: 'i' vs ''
180,student,es,estudiante,ro,student,0.706,delta: 'estudiante' vs 'student'
180,student,gl,estudante,ro,student,0.750,delta: 'estudante' vs 'student'
180,student,it,alunno,pt,aluna,0.727,delta: 'no' vs 'a'
182,seem,ca,semblar,fr,sembler,0.857,delta: 'a' vs 'e'
182,seem,ca,semblar,it,sembrare,0.800,delta: 'lar' vs 'rare'
182,seem,es,parecer,ro,pare,0.727,delta: 'cer' vs ''
182,seem,gl,parecer,ro,pare,0.727,delta: 'cer' vs ''
182,seem,pt,parecer,ro,pare,0.727,delta: 'cer' vs ''
183,might,ca,podria,es,podría,0.833,delta: 'i' vs 'í'
183,might,ca,podria,gl,podería,0.769,delta: 'ri' vs 'erí'
183,might,ca,podria,pt,poderia,0.923,delta: '' vs 'e'
183,might,es,podría,gl,podería,0.923,delta: '' vs 'e'
183,might,es,podría,pt,poderia,0.769,delta: 'rí' vs 'eri'
183,might,gl,podería,pt,poderia,0.857,delta: 'í' vs 'i'
184,part,en,part,es,parte,0.889,delta: '' vs 'e'
184,part,en,part,fr,partie,0.800,delta: '' vs 'ie'
184,part,en,part,gl,parte,0.889,delta: '' vs 'e'
184,part,en,part,it,parte,0.889,delta: '' vs 'e'
184,part,en,part,ro,parte,0.889,delta: '' vs 'e'
184,part,ca,part,es,parte,0.889,delta: '' vs 'e'
184,part,ca,part,fr,partie,0.800,delta: '' vs 'ie'
184,part,ca,part,gl,parte,0.889,delta: '' vs 'e'
184,part,ca,part,it,parte,0.889,delta: '' vs 'e'
184,part,ca,part,ro,parte,0.889,delta: '' vs 'e'
184,part,es,parte,fr,partie,0.909,delta: '' vs 'i'
184,part,fr,partie,gl,parte,0.909,delta: 'i' vs ''
184,part,fr,partie,it,parte,0.909,delta: 'i' vs ''
184,part,fr,partie,ro,parte,0.909,delta: 'i' vs ''
185,hear,ca,escoltar,gl,escoita,0.800,delta: 'ltar' vs 'ita'
185,hear,ca,escoltar,it,ascoltare,0.824,delta: 'escoltar' vs 'ascoltare'
188,problem,en,problem,ca,problema,0.933,delta: '' vs 'a'
188,problem,en,problem,es,problema,0.933,delta: '' vs 'a'
188,problem,en,problem,fr,problème,0.800,delta: 'em' vs 'ème'
188,problem,en,problem,gl,problema,0.933,delta: '' vs 'a'
188,problem,en,problem,it,problema,0.933,delta: '' vs 'a'
188,problem,en,problem,pt,problema,0.933,delta: '' vs 'a'
188,problem,en,problem,ro,problemă,0.933,delta: '' vs 'ă'
188,problem,ca,problema,fr,problème,0.750,delta: 'ema' vs 'ème'
188,problem,ca,problema,ro,problemă,0.875,delta: 'a' vs 'ă'
188,problem,es,problema,fr,problème,0.750,delta: 'ema' vs 'ème'
188,problem,es,problema,ro,problemă,0.875,delta: 'a' vs 'ă'
188,problem,fr,problème,gl,problema,0.750,delta: 'ème' vs 'ema'
188,problem,fr,problème,it,problema,0.750,delta: 'ème' vs 'ema'
188,problem,fr,problème,pt,problema,0.750,delta: 'ème' vs 'ema'
188,problem,fr,problème,ro,problemă,0.750,delta: 'ème' vs 'emă'
188,problem,gl,problema,ro,problemă,0.875,delta: 'a' vs 'ă'
188,problem,it,problema,ro,problemă,0.875,delta: 'a' vs 'ă'
188,problem,pt,problema,ro,problemă,0.875,delta: 'a' vs 'ă'
189,where,es,donde,gl,onde,0.889,delta: 'd' vs ''
189,where,gl,onde,pt,Onde,0.750,delta: 'o' vs 'O'
189,where,gl,onde,ro,Unde,0.750,delta: 'o' vs 'U'
189,where,pt,Onde,ro,Unde,0.750,delta: 'O' vs 'U'
190,believe,ca,creure,es,creer,0.727,delta: 'ure' vs 'er'
190,believe,ca,creure,gl,crer,0.800,delta: 'ure' vs 'r'
190,believe,ca,creure,it,credere,0.769,delta: 'u' vs 'de'
190,believe,ca,creure,ro,crede,0.727,delta: 'ur' vs 'd'
190,believe,es,creer,gl,crer,0.889,delta: 'e' vs ''
190,believe,es,creer,it,credere,0.833,delta: 'er' vs 'dere'
190,believe,es,creer,ro,crede,0.800,delta: 'er' vs 'de'
190,believe,gl,crer,it,credere,0.727,delta: 'r' vs 'dere'
190,believe,it,credere,ro,crede,0.833,delta: 're' vs ''
191,country,ca,país,fr,pays,0.750,delta: 'í' vs 'y'
191,country,es,país,fr,pays,0.750,delta: 'í' vs 'y'
191,country,fr,pays,gl,país,0.750,delta: 'y' vs 'í'
191,country,fr,pays,pt,país,0.750,delta: 'y' vs 'í'
192,always,ca,sempre,es,siempre,0.923,delta: '' vs 'i'
192,always,es,siempre,gl,sempre,0.923,delta: 'i' vs ''
192,always,es,siempre,it,sempre,0.923,delta: 'i' vs ''
192,always,es,siempre,pt,sempre,0.923,delta: 'i' vs ''
193,week,ca,setmana,es,semana,0.923,delta: 't' vs ''
193,week,ca,setmana,gl,semana,0.923,delta: 't' vs ''
193,week,ca,setmana,it,settimana,0.875,delta: '' vs 'ti'
193,week,ca,setmana,pt,semana,0.923,delta: 't' vs ''
193,week,es,semana,it,settimana,0.800,delta: '' vs 'tti'
193,week,gl,semana,it,settimana,0.800,delta: '' vs 'tti'
193,week,it,settimana,pt,semana,0.800,delta: 'tti' vs ''
194,point,en,point,pt,ponto,0.800,delta: 'int' vs 'nto'
194,point,ca,punt,es,punto,0.889,delta: '' vs 'o'
194,point,ca,punt,gl,punto,0.889,delta: '' vs 'o'
194,point,ca,punt,it,punto,0.889,delta: '' vs 'o'
194,point,ca,punt,ro,punct,0.889,delta: '' vs 'c'
194,point,es,punto,pt,ponto,0.800,delta: 'u' vs 'o'
194,point,es,punto,ro,punct,0.800,delta: 'to' vs 'ct'
194,point,fr,point,pt,ponto,0.800,delta: 'int' vs 'nto'
194,point,gl,punto,pt,ponto,0.800,delta: 'u' vs 'o'
194,point,gl,punto,ro,punct,0.800,delta: 'to' vs 'ct'
194,point,it,punto,pt,ponto,0.800,delta: 'u' vs 'o'
194,point,it,punto,ro,punct,0.800,delta: 'to' vs 'ct'
195,hand,es,mano,fr,main,0.750,delta: 'no' vs 'in'
195,hand,fr,main,it,mano,0.750,delta: 'in' vs 'no'
196,off,ca,apagat,es,apagado,0.769,delta: 't' vs 'do'
196,off,ca,apagat,gl,apagado,0.769,delta: 't' vs 'do'
198,turn,en,turn,ca,torn,0.750,delta: 'u' vs 'o'
198,turn,en,turn,es,turno,0.889,delta: '' vs 'o'
198,turn,en,turn,fr,tour,0.750,delta: 'urn' vs 'our'
198,turn,ca,torn,fr,tour,0.750,delta: 'rn' vs 'ur'
199,few,ca,pocs,es,pocos,0.889,delta: '' vs 'o'
199,few,ca,pocs,gl,poucos,0.800,delta: 'c' vs 'uco'
199,few,es,pocos,gl,poucos,0.909,delta: '' vs 'u'
200,group,en,group,ca,grup,0.889,delta: 'o' vs ''
200,group,en,group,es,grupo,0.800,delta: 'oup' vs 'upo'
200,group,en,group,fr,grouper,0.833,delta: '' vs 'er'
200,group,en,group,gl,grupo,0.800,delta: 'oup' vs 'upo'
200,group,en,group,it,gruppo,0.727,delta: 'oup' vs 'uppo'
200,group,en,group,pt,grupo,0.800,delta: 'oup' vs 'upo'
200,group,en,group,ro,grup,0.889,delta: 'o' vs ''
200,group,ca,grup,es,grupo,0.889,delta: '' vs 'o'
200,group,ca,grup,fr,grouper,0.727,delta: 'up' vs 'ouper'
200,group,ca,grup,gl,grupo,0.889,delta: '' vs 'o'
200,group,ca,grup,it,gruppo,0.800,delta: '' vs 'po'
200,group,ca,grup,pt,grupo,0.889,delta: '' vs 'o'
200,group,es,grupo,it,gruppo,0.909,delta: '' vs 'p'
200,group,es,grupo,ro,grup,0.889,delta: 'o' vs ''
200,group,fr,grouper,ro,grup,0.727,delta: 'ouper' vs 'up'
200,group,gl,grupo,it,gruppo,0.909,delta: '' vs 'p'
200,group,gl,grupo,ro,grup,0.889,delta: 'o' vs ''
200,group,it,gruppo,pt,grupo,0.909,delta: 'p' vs ''
200,group,it,gruppo,ro,grup,0.800,delta: 'po' vs ''
200,group,pt,grupo,ro,grup,0.889,delta: 'o' vs ''
202,against,ca,en contra,es,contra,0.800,delta: 'en ' vs ''
202,against,ca,en contra,gl,contra,0.800,delta: 'en ' vs ''
202,against,ca,en contra,pt,contra,0.800,delta: 'en ' vs ''
202,against,es,contra,fr,contre,0.833,delta: 'a' vs 'e'
202,against,es,contra,it,contro,0.833,delta: 'a' vs 'o'
202,against,fr,contre,gl,contra,0.833,delta: 'e' vs 'a'
202,against,fr,contre,it,contro,0.833,delta: 'e' vs 'o'
202,against,fr,contre,pt,contra,0.833,delta: 'e' vs 'a'
202,against,gl,contra,it,contro,0.833,delta: 'a' vs 'o'
202,against,it,contro,pt,contra,0.833,delta: 'o' vs 'a'
203,run,ca,correr,it,correre,0.923,delta: '' vs 'e'
203,run,ca,correr,pt,corre,0.909,delta: 'r' vs ''
203,run,es,correr,it,correre,0.923,delta: '' vs 'e'
203,run,es,correr,pt,corre,0.909,delta: 'r' vs ''
203,run,gl,correr,it,correre,0.923,delta: '' vs 'e'
203,run,gl,correr,pt,corre,0.909,delta: 'r' vs ''
203,run,it,correre,pt,corre,0.833,delta: 're' vs ''
205,about,ca,Sobre,gl,sobre,0.800,delta: 'S' vs 's'
205,about,es,acerca de,pt,cerca de,0.941,delta: 'a' vs ''
206,case,en,case,es,caso,0.750,delta: 'e' vs 'o'
206,case,en,case,gl,caso,0.750,delta: 'e' vs 'o'
206,case,en,case,pt,caso,0.750,delta: 'e' vs 'o'
207,question,ca,pregunta,pt,pergunta,0.875,delta: 're' vs 'er'
207,question,es,pregunta,pt,pergunta,0.875,delta: 're' vs 'er'
207,question,gl,pregunta,pt,pergunta,0.875,delta: 're' vs 'er'
208,work,ca,treball,gl,traballo,0.800,delta: 'eball' vs 'aballo'
208,work,es,trabajo,gl,traballo,0.800,delta: 'j' vs 'll'
208,work,es,trabajo,pt,trabalhos,0.750,delta: 'jo' vs 'lhos'
208,work,gl,traballo,pt,trabalhos,0.824,delta: 'lo' vs 'hos'
209,night,gl,noite,it,notte,0.800,delta: 'i' vs 't'
209,night,gl,noite,ro,noapte,0.727,delta: 'i' vs 'ap'
209,night,it,notte,pt,noite,0.800,delta: 't' vs 'i'
209,night,it,notte,ro,noapte,0.727,delta: 't' vs 'ap'
209,night,pt,noite,ro,noapte,0.727,delta: 'i' vs 'ap'
210,live,gl,vivir,pt,viver,0.800,delta: 'i' vs 'e'
212,number,en,number,it,numero,0.833,delta: 'ber' vs 'ero'
212,number,en,number,ro,număr,0.727,delta: 'be' vs 'ă'
212,number,es,número,it,numero,0.833,delta: 'ú' vs 'u'
212,number,fr,numéro,it,numero,0.833,delta: 'é' vs 'e'
212,number,fr,numéro,ro,număr,0.727,delta: 'éro' vs 'ăr'
212,number,gl,número,it,numero,0.833,delta: 'ú' vs 'u'
212,number,it,numero,pt,número,0.833,delta: 'u' vs 'ú'
212,number,it,numero,ro,număr,0.727,delta: 'ero' vs 'ăr'
213,write,ca,escriure,es,escribir,0.750,delta: 'ure' vs 'bir'
213,write,ca,escriure,gl,escribir,0.750,delta: 'ure' vs 'bir'
213,write,ca,escriure,it,scrivere,0.750,delta: 'escriu' vs 'scrive'
213,write,ca,escriure,ro,scrie,0.769,delta: 'escriur' vs 'scri'
213,write,it,scrivere,pt,escrever,0.750,delta: 'scrivere' vs 'escrever'
213,write,it,scrivere,ro,scrie,0.769,delta: 'ver' vs ''
214,bring,ca,portar,fr,apporter,0.714,delta: 'porta' vs 'apporte'
214,bring,ca,portar,it,portare,0.923,delta: '' vs 'e'
214,bring,es,traer,pt,trazer,0.909,delta: '' vs 'z'
214,bring,gl,traer,pt,trazer,0.909,delta: '' vs 'z'
216,money,ca,diners,es,dinero,0.833,delta: 's' vs 'o'
216,money,ca,diners,pt,dinheiro,0.714,delta: 'ers' vs 'heiro'
216,money,es,dinero,pt,dinheiro,0.857,delta: 'e' vs 'hei'
218,most,ca,la majoria,gl,a maioría,0.737,delta: 'la majori' vs 'a maiorí'
218,most,ca,la majoria,pt,a maioria,0.842,delta: 'la maj' vs 'a mai'
218,most,gl,a maioría,pt,a maioria,0.889,delta: 'í' vs 'i'
219,book,ca,llibre,es,libro,0.727,delta: 'libre' vs 'ibro'
219,book,ca,llibre,fr,livre,0.727,delta: 'lib' vs 'iv'
219,book,ca,llibre,gl,libro,0.727,delta: 'libre' vs 'ibro'
219,book,ca,llibre,it,libro,0.727,delta: 'libre' vs 'ibro'
219,book,es,libro,pt,livro,0.800,delta: 'b' vs 'v'
219,book,fr,livre,pt,livro,0.800,delta: 'e' vs 'o'
219,book,gl,libro,pt,livro,0.800,delta: 'b' vs 'v'
219,book,it,libro,pt,livro,0.800,delta: 'b' vs 'v'
220,system,en,system,ca,sistema,0.769,delta: 'ystem' vs 'istema'
220,system,en,system,es,sistema,0.769,delta: 'ystem' vs 'istema'
220,system,en,system,fr,système,0.769,delta: 'em' vs 'ème'
220,system,en,system,gl,sistema,0.769,delta: 'ystem' vs 'istema'
220,system,en,system,it,sistema,0.769,delta: 'ystem' vs 'istema'
220,system,en,system,pt,sistema,0.769,delta: 'ystem' vs 'istema'
220,system,en,system,ro,sistem,0.833,delta: 'y' vs 'i'
220,system,ca,sistema,ro,sistem,0.923,delta: 'a' vs ''
220,system,es,sistema,ro,sistem,0.923,delta: 'a' vs ''
220,system,gl,sistema,ro,sistem,0.923,delta: 'a' vs ''
220,system,it,sistema,ro,sistem,0.923,delta: 'a' vs ''
220,system,pt,sistema,ro,sistem,0.923,delta: 'a' vs ''
221,government,en,government,ca,govern,0.750,delta: 'ment' vs ''
221,government,en,government,fr,gouvernement,0.909,delta: 'vern' vs 'uverne'
221,government,en,government,it,governo,0.706,delta: 'ment' vs 'o'
221,government,en,government,pt,governo,0.706,delta: 'ment' vs 'o'
221,government,ca,govern,gl,goberno,0.769,delta: 'vern' vs 'berno'
221,government,ca,govern,it,governo,0.923,delta: '' vs 'o'
221,government,ca,govern,pt,governo,0.923,delta: '' vs 'o'
221,government,ca,govern,ro,guvern,0.833,delta: 'o' vs 'u'
221,government,es,Gobierno,gl,goberno,0.800,delta: 'Gobi' vs 'gob'
221,government,gl,goberno,it,governo,0.857,delta: 'b' vs 'v'
221,government,gl,goberno,pt,governo,0.857,delta: 'b' vs 'v'
221,government,it,governo,ro,guvern,0.769,delta: 'overno' vs 'uvern'
221,government,pt,governo,ro,guvern,0.769,delta: 'overno' vs 'uvern'
222,next,en,next,pt,Next,0.750,delta: 'n' vs 'N'
222,next,es,Siguiente,gl,seguinte,0.706,delta: 'Siguie' vs 'segui'
223,city,ca,ciutat,it,città,0.727,delta: 'utat' vs 'ttà'
223,city,es,ciudad,gl,cidade,0.833,delta: 'udad' vs 'dade'
223,city,es,ciudad,pt,cidade,0.833,delta: 'udad' vs 'dade'
224,company,en,company,pt,companhia,0.750,delta: 'y' vs 'hia'
224,company,en,company,ro,companie,0.800,delta: 'y' vs 'ie'
224,company,pt,companhia,ro,companie,0.824,delta: 'hia' vs 'ie'
225,story,en,story,it,storia,0.727,delta: 'y' vs 'ia'
225,story,ca,història,es,historia,0.875,delta: 'ò' vs 'o'
225,story,ca,història,gl,historia,0.875,delta: 'ò' vs 'o'
225,story,ca,història,it,storia,0.714,delta: 'histò' vs 'sto'
225,story,ca,història,pt,história,0.875,delta: 'ò' vs 'ó'
225,story,es,historia,it,storia,0.857,delta: 'hi' vs ''
225,story,es,historia,pt,história,0.875,delta: 'o' vs 'ó'
225,story,gl,historia,it,storia,0.857,delta: 'hi' vs ''
225,story,gl,historia,pt,história,0.875,delta: 'o' vs 'ó'
225,story,it,storia,pt,história,0.714,delta: 'sto' vs 'histó'
226,today,gl,hoxe,pt,hoje,0.750,delta: 'x' vs 'j'
227,job,es,trabajo,gl,traballo,0.800,delta: 'j' vs 'll'
227,job,es,trabajo,pt,trabalho,0.800,delta: 'j' vs 'lh'
227,job,gl,traballo,pt,trabalho,0.875,delta: 'l' vs 'h'
228,move,en,move,gl,mover,0.889,delta: '' vs 'r'
229,must,es,deber,gl,debe,0.889,delta: 'r' vs ''
231,friend,ca,amic,it,amico,0.889,delta: '' vs 'o'
231,friend,es,amigo,it,amico,0.800,delta: 'g' vs 'c'
231,friend,gl,amigo,it,amico,0.800,delta: 'g' vs 'c'
231,friend,it,amico,pt,amigo,0.800,delta: 'c' vs 'g'
232,during,ca,durant,es,durante,0.923,delta: '' vs 'e'
232,during,ca,durant,gl,durante,0.923,delta: '' vs 'e'
233,begin,ca,començar,es,comenzar,0.875,delta: 'ç' vs 'z'
233,begin,ca,començar,fr,commencer,0.706,delta: 'ença' vs 'mence'
233,begin,ca,començar,gl,comezar,0.800,delta: 'nç' vs 'z'
233,begin,ca,començar,pt,começar,0.933,delta: 'n' vs ''
233,begin,es,comenzar,fr,commencer,0.706,delta: 'enza' vs 'mence'
233,begin,es,comenzar,gl,comezar,0.933,delta: 'n' vs ''
233,begin,es,comenzar,pt,começar,0.800,delta: 'nz' vs 'ç'
233,begin,gl,comezar,pt,começar,0.857,delta: 'z' vs 'ç'
234,love,ca,amor,it,amore,0.889,delta: '' vs 'e'
234,love,ca,amor,pt,amar,0.750,delta: 'o' vs 'a'
234,love,es,amor,it,amore,0.889,delta: '' vs 'e'
234,love,es,amor,pt,amar,0.750,delta: 'o' vs 'a'
234,love,gl,amor,it,amore,0.889,delta: '' vs 'e'
234,love,gl,amor,pt,amar,0.750,delta: 'o' vs 'a'
235,each,ca,cadascun,gl,cada un,0.800,delta: 'sc' vs ' '
235,each,es,cada,gl,cada un,0.727,delta: '' vs ' un'
235,each,gl,cada un,pt,cada,0.727,delta: ' un' vs ''
237,different,en,different,ca,diferents,0.889,delta: 'ferent' vs 'erents'
237,different,en,different,es,diferente,0.889,delta: 'ferent' vs 'erente'
237,different,en,different,fr,différent,0.889,delta: 'e' vs 'é'
237,different,en,different,gl,diferente,0.889,delta: 'ferent' vs 'erente'
237,different,en,different,pt,diferente,0.889,delta: 'ferent' vs 'erente'
237,different,en,different,ro,diferit,0.750,delta: 'feren' vs 'eri'
237,different,ca,diferents,es,diferente,0.889,delta: 's' vs 'e'
237,different,ca,diferents,fr,différent,0.778,delta: 'erents' vs 'férent'
237,different,ca,diferents,gl,diferente,0.889,delta: 's' vs 'e'
237,different,ca,diferents,pt,diferente,0.889,delta: 's' vs 'e'
237,different,ca,diferents,ro,diferit,0.750,delta: 'ents' vs 'it'
237,different,es,diferente,fr,différent,0.778,delta: 'erente' vs 'férent'
237,different,es,diferente,ro,diferit,0.750,delta: 'ente' vs 'it'
237,different,fr,différent,gl,diferente,0.778,delta: 'férent' vs 'erente'
237,different,fr,différent,pt,diferente,0.778,delta: 'férent' vs 'erente'
237,different,gl,diferente,ro,diferit,0.750,delta: 'ente' vs 'it'
237,different,pt,diferente,ro,diferit,0.750,delta: 'ente' vs 'it'
238,american,en,american,ca,americà,0.800,delta: 'an' vs 'à'
238,american,en,american,es,americano,0.941,delta: '' vs 'o'
238,american,en,american,fr,américain,0.824,delta: 'erica' vs 'éricai'
238,american,en,american,gl,americano,0.941,delta: '' vs 'o'
238,american,en,american,it,americano,0.941,delta: '' vs 'o'
238,american,en,american,pt,americano,0.941,delta: '' vs 'o'
238,american,ca,americà,es,americano,0.750,delta: 'à' vs 'ano'
238,american,ca,americà,gl,americano,0.750,delta: 'à' vs 'ano'
238,american,ca,americà,it,americano,0.750,delta: 'à' vs 'ano'
238,american,ca,americà,pt,americano,0.750,delta: 'à' vs 'ano'
238,american,ca,americà,ro,american,0.800,delta: 'à' vs 'an'
238,american,es,americano,fr,américain,0.778,delta: 'ericano' vs 'éricain'
238,american,es,americano,ro,american,0.941,delta: 'o' vs ''
238,american,fr,américain,gl,americano,0.778,delta: 'éricain' vs 'ericano'
238,american,fr,américain,it,americano,0.778,delta: 'éricain' vs 'ericano'
238,american,fr,américain,pt,americano,0.778,delta: 'éricain' vs 'ericano'
238,american,fr,américain,ro,american,0.824,delta: 'éricai' vs 'erica'
238,american,gl,americano,ro,american,0.941,delta: 'o' vs ''
238,american,it,americano,ro,american,0.941,delta: 'o' vs ''
238,american,pt,americano,ro,american,0.941,delta: 'o' vs ''
239,little,gl,pouco,it,poco,0.889,delta: 'u' vs ''
239,little,it,poco,pt,pouco,0.889,delta: '' vs 'u'
240,before,es,antes de,fr,avant de,0.750,delta: 'ntes' vs 'vant'
240,before,es,antes de,gl,antes,0.769,delta: ' de' vs ''
240,before,es,antes de,ro,inainte de,0.778,delta: 'antes' vs 'inainte'
240,before,fr,avant de,pt,antes de,0.750,delta: 'vant' vs 'ntes'
240,before,gl,antes,pt,antes de,0.769,delta: '' vs ' de'
240,before,pt,antes de,ro,inainte de,0.778,delta: 'antes' vs 'inainte'
242,word,ca,paraula,it,parola,0.769,delta: 'au' vs 'o'
242,word,es,palabra,pt,palavra,0.857,delta: 'b' vs 'v'
242,word,gl,palabra,pt,palavra,0.857,delta: 'b' vs 'v'
243,fact,en,fact,fr,fait,0.750,delta: 'c' vs 'i'
243,fact,en,fact,pt,facto,0.889,delta: '' vs 'o'
243,fact,en,fact,ro,fapt,0.750,delta: 'c' vs 'p'
243,fact,fr,fait,ro,fapt,0.750,delta: 'i' vs 'p'
243,fact,it,fatto,pt,facto,0.800,delta: 't' vs 'c'
244,right,ca,dret,pt,direito,0.727,delta: 'ret' vs 'ireito'
244,right,ca,dret,ro,dreapta,0.727,delta: 't' vs 'apta'
245,read,es,leer,it,leggere,0.727,delta: 'er' vs 'ggere'
246,anything,ca,qualsevol cosa,it,qualsiasi cosa,0.714,delta: 'evol' vs 'iasi'
246,anything,es,cualquier cosa,gl,calquera cousa,0.857,delta: 'ualquier co' vs 'alquera cou'
248,sure,ca,segur,es,seguro,0.909,delta: '' vs 'o'
248,sure,ca,segur,gl,seguro,0.909,delta: '' vs 'o'
248,sure,ca,segur,ro,sigur,0.800,delta: 'e' vs 'i'
248,sure,es,seguro,ro,sigur,0.727,delta: 'eguro' vs 'igur'
248,sure,gl,seguro,ro,sigur,0.727,delta: 'eguro' vs 'igur'
249,small,es,pequeña,gl,pequenas,0.800,delta: 'ña' vs 'nas'
249,small,es,pequeña,pt,pequena,0.857,delta: 'ñ' vs 'n'
249,small,gl,pequenas,pt,pequena,0.933,delta: 's' vs ''
251,program,en,program,ca,programa,0.933,delta: '' vs 'a'
251,program,en,program,es,programa,0.933,delta: '' vs 'a'
251,program,en,program,fr,programme,0.875,delta: '' vs 'me'
251,program,en,program,gl,programa,0.933,delta: '' vs 'a'
251,program,en,program,it,programma,0.875,delta: '' vs 'ma'
251,program,en,program,pt,programa,0.933,delta: '' vs 'a'
251,program,ca,programa,fr,programme,0.824,delta: 'a' vs 'me'
251,program,ca,programa,it,programma,0.941,delta: '' vs 'm'
251,program,ca,programa,ro,program,0.933,delta: 'a' vs ''
251,program,es,programa,fr,programme,0.824,delta: 'a' vs 'me'
251,program,es,programa,it,programma,0.941,delta: '' vs 'm'
251,program,es,programa,ro,program,0.933,delta: 'a' vs ''
251,program,fr,programme,gl,programa,0.824,delta: 'me' vs 'a'
251,program,fr,programme,it,programma,0.889,delta: 'e' vs 'a'
251,program,fr,programme,pt,programa,0.824,delta: 'me' vs 'a'
251,program,fr,programme,ro,program,0.875,delta: 'me' vs ''
251,program,gl,programa,it,programma,0.941,delta: '' vs 'm'
251,program,gl,programa,ro,program,0.933,delta: 'a' vs ''
251,program,it,programma,pt,programa,0.941,delta: 'm' vs ''
251,program,it,programma,ro,program,0.875,delta: 'ma' vs ''
251,program,pt,programa,ro,program,0.933,delta: 'a' vs ''
252,maybe,ca,pot ser,gl,pode ser,0.800,delta: 't' vs 'de'
252,maybe,ca,pot ser,pt,pode ser,0.800,delta: 't' vs 'de'
253,right,ca,dret,pt,direito,0.727,delta: 'ret' vs 'ireito'
253,right,ca,dret,ro,dreapta,0.727,delta: 't' vs 'apta'
254,under,gl,baixo,pt,debaixo,0.833,delta: '' vs 'de'
255,business,ca,negocis,es,negocio,0.857,delta: 's' vs 'o'
255,business,ca,negocis,gl,negocio,0.857,delta: 's' vs 'o'
255,business,es,negocio,pt,o negócio,0.750,delta: 'nego' vs 'o negó'
255,business,gl,negocio,pt,o negócio,0.750,delta: 'nego' vs 'o negó'
257,kind,fr,gentil,pt,Gentil,0.833,delta: 'g' vs 'G'
258,stop,en,stop,ro,Stop,0.750,delta: 's' vs 'S'
259,pay,ca,pagar,it,pagare,0.909,delta: '' vs 'e'
259,pay,es,pagar,it,pagare,0.909,delta: '' vs 'e'
259,pay,gl,pagar,it,pagare,0.909,delta: '' vs 'e'
259,pay,it,pagare,pt,pagar,0.909,delta: 'e' vs ''
260,study,en,study,it,studia,0.727,delta: 'y' vs 'ia'
260,study,en,study,ro,studiu,0.727,delta: 'y' vs 'iu'
